Longitude,Latitude,vin cnt
-81.4033854,28.379406,2075
-81.4030129,28.3276259,886
-81.4030037,28.4141584,16
-81.4028576,28.3732454,636
-81.402839,28.3950627,28
-81.4026043,28.4387617,845
-81.4007877,28.5130093,185
-81.4006696,28.5990711,127
-81.4001617,28.5363345,9
-81.399924,28.4362253,70
-81.39944,28.458008,905
-81.399433,28.460156,107
-81.3973701,28.4813227,750
-81.3971003,28.4692706,572
-81.397033,28.6049095,689
-81.3969869,28.4375885,11
-81.396666,28.524307,63
-81.3964667,28.4786686,120
-81.3964294,28.4660884,107
-81.395766,28.475184,395
-81.3927362,28.4329248,605
-81.3923928,28.4660135,11
-81.3912316,28.6079763,39
-81.39109,28.327715,4
-81.3908428,28.6080168,38
-81.3885064,28.5144926,27
-81.3878328,28.617166,287
-81.3877605,28.6148371,523
-81.3874704,28.6121653,107
-81.3856252,28.6088768,2002
-81.3852707,28.3394375,806
-81.3832467,28.5926695,1
-81.3803148,28.5113016,1
-81.3765708,28.4996802,28
-81.3756862,28.5416658,1659
-81.372263,28.476924,40
-81.371414,28.2967664,1580
-81.3713693,28.5897761,7
-81.3708525,28.4630758,13
-81.3703686,28.5918934,24
-81.3682742,28.4337001,49
-81.3681691,28.4641128,9
-81.3681047,28.4321688,40
-81.3681047,28.4328027,29
-81.3678969,28.5638479,86
-81.366264,28.6118437,659
-81.3648044,28.5587598,108
-81.3645394,28.6085726,953
-81.3635327,28.6043619,272
-81.3622924,28.290841,1
-81.3608021,28.6339355,786
-81.360245,28.604013,9
-81.35895,28.683449,134
-81.3566366,28.6967192,235
-81.3561577,28.6969533,6
-81.3555389,28.6900345,115
-81.354769,28.6425138,580
-81.3521661,28.6488802,1
-81.352145,29.1213666,1
-81.3494625,28.6906664,111
-81.348069,28.4486813,2912
-81.3476054,28.6537886,95
-81.3472195,28.6904954,3
-81.346888,28.655477,41
-81.346124,28.789842,520
-81.344907,28.792707,1014
-81.3442064,28.7906503,522
-81.3428452,28.8088988,723
-81.3426654,28.7932003,444
-81.3420882,28.7074647,25
-81.3420471,28.7076124,1
-81.3420084,28.7943229,4079
-81.341885,28.7954546,1687
-81.3414421,28.8115015,1598
-81.3403497,28.8126739,1561
-81.3401699,28.798758,1152
-81.3381254,28.7949524,1996
-81.3370163,28.815951,628
-81.3352573,28.7961937,796
-81.335184,28.725804,4
-81.3326358,28.8171198,544
-81.3296349,28.6873854,14
-81.329507,28.556627,27
-81.3278773,28.70362,761
-81.326885,28.7000622,217
-81.3257074,28.7078825,664
-81.3256403,28.7140148,14
-81.3243068,28.7148894,208
-81.3234382,28.4833031,731
-81.321185,28.865756,17
-81.3178504,28.5537458,109
-81.3168188,28.7250187,879
-81.316746,28.4665534,1231
-81.3127587,29.0782705,167
-81.311912,28.730903,234
-81.3113809,28.8766899,5
-81.3112949,28.6170027,36
-81.3111827,28.4680167,748
-81.310928,28.730684,160
-81.3107113,28.5707554,602
-81.3096442,28.6137868,2667
-81.30958,28.5722111,323
-81.3093065,28.6129883,1079
-81.308241,28.8835825,44
-81.3082212,28.4731864,2443
-81.3081399,28.4703911,6839
-81.30804,28.731329,294
-81.3076059,28.8047057,7
-81.3072379,28.8864449,153
-81.3069315,28.800557,35
-81.3066295,29.0716257,50
-81.3062541,28.5995732,1438
-81.3054224,28.598178,2859
-81.305195,28.5618333,61
-81.304507,28.734908,449
-81.3039479,28.9994715,458
-81.303617,29.017123,271
-81.303215,28.993546,935
-81.3018888,28.9888269,539
-81.3016859,28.9978887,1158
-81.3013702,28.5648633,390
-81.3013385,29.0543805,56
-81.3008684,28.9865298,490
-81.3008032,28.9906527,758
-81.3004671,28.9836733,206
-81.3002312,28.9705018,560
-81.2999187,28.972432,487
-81.29948,28.978392,351
-81.2984618,28.9355063,17
-81.297387,28.7985172,17
-81.295015,28.586188,1
-81.2950072,28.5860628,3
-81.2946458,28.5657857,7
-81.2945681,28.5806366,61
-81.293341,28.566373,414
-81.2929783,28.7489557,228
-81.292636,28.5668745,167
-81.2925112,28.5656263,1
-81.2919691,28.7477277,868
-81.2910873,28.7491615,268
-81.290772,28.567141,132
-81.290125,28.5672538,12
-81.2860993,28.2462818,413
-81.285285,28.548636,169
-81.28305,28.764894,1660
-81.2826513,28.7638206,586
-81.280424,28.2456019,863
-81.2794545,28.7730549,566
-81.2773038,28.5693117,2033
-81.2765573,28.5677592,31
-81.276296,28.5677937,1
-81.2761941,28.4710444,15
-81.2736707,28.4617581,35
-81.2693998,28.4524177,14289
-81.2689034,28.5689878,1310
-81.2685954,28.78622,110
-81.2634652,28.5700278,3440
-81.26133,28.568485,2435
-81.2575,28.4314126,30
-81.229289,28.975769,43
-81.2177706,28.5685388,512
-81.213701,28.5662268,236
-81.2113473,28.6569399,1
-81.2082346,28.6526314,2
-81.1895627,28.5636184,643
-81.1819851,28.6751812,21
-81.1065197,28.5526782,94
-81.1042837,29.2145943,708
-81.1029361,28.5518004,90
-81.1028629,29.2124983,2403
-81.1015592,29.2098177,477
-81.1008427,29.2079033,424
-81.1004494,28.5507505,14
-81.1003504,29.2066795,144
-81.0997879,29.2052682,867
-81.0992761,29.2041219,518
-81.0972555,29.1996596,1046
-81.096793,29.199761,506
-81.094906,29.189748,860
-81.0939481,29.1915813,1750
-81.071313,29.210707,851
-81.0699659,29.2503319,2
-81.0669188,29.2462074,64
-81.0637656,29.2852375,103
-81.0636292,29.2437685,54
-81.062263,29.282382,2
-81.0508179,29.2226354,1039
-81.0481328,29.2236162,171
-81.0477059,29.2538214,14
-81.046742,29.2160608,482
-81.0452178,29.212714,306
-81.0451696,29.1824887,29
-81.044696,29.214258,1430
-81.0434906,29.2118823,1695
-81.0428834,29.2078697,624
-81.0399487,29.2365248,6
-81.03858,29.223645,75
-81.0385211,29.2361331,12
-81.033645,29.228297,3
-81.02999,29.22493,70
-81.026473,29.2098826,683
-81.0258983,29.161065,2
-80.9810416,29.1300904,23
-80.9809125,29.1290149,4
-80.975873,29.121111,2
-80.9749908,29.116854,244
-80.9739051,29.1076454,49
-80.9733647,29.0132528,932
-80.967155,29.013968,876
-80.9609317,29.014924,1838
-80.9363786,29.0477248,137
-80.9345546,29.0462408,286
-80.931436,29.0351215,23
-80.9219275,29.0238267,5
-80.8092762,28.6029693,1479
-80.8079099,28.6043237,23
-80.8075699,28.598898,1033
-80.7972268,28.3603923,218
-80.7972233,28.3603923,270
-80.7933,28.539112,192
-80.7750251,28.3564391,1421
-80.7616605,28.355623,1185
-80.759934,28.3546786,125
-80.7538785,28.3774566,1
-80.7494205,28.3565745,19
-80.74705,28.391136,134
-80.7329302,28.3561475,290
-80.7226869,28.2362975,397
-80.720812,28.303142,31
-80.7137086,28.3197343,43
-80.7083269,28.230951,55
-80.7052767,28.403821,272
-80.7051047,27.9990038,1006
-80.6978732,28.0796939,319
-80.6910628,28.3565189,108
-80.6893416,28.3562722,2
-80.6843332,28.0785865,449
-80.6759745,28.0784999,353
-80.6730268,28.0981247,431
-80.672379,28.029697,1
-80.6717383,28.1408095,364
-80.6693712,28.3567708,262
-80.6693214,28.3563464,52
-80.6664833,28.3580843,336
-80.665395,28.35671,543
-80.6652098,28.1356162,25
-80.6634489,28.3582018,347
-80.6633367,28.1913679,49
-80.6603418,28.1995955,88
-80.6540239,28.1857421,50
-80.6530337,28.1362601,17
-80.6518213,28.1361816,1
-80.643582,28.0357034,196
-80.6435326,28.0755616,5
-80.6416663,28.0774741,20
-80.64102,28.078404,334
-80.637189,28.0779017,869
-80.6333265,28.0790021,15
-80.6314491,28.0790178,130
-80.6314125,28.1230917,37
-80.6313854,28.1196866,989
-80.6224149,28.03891,9
-80.618746,28.0952565,9
-80.6185558,28.0855464,42
-80.6183031,28.1077935,682
-80.6179917,28.1086499,87
-80.6176016,28.0955238,226
-80.6146427,28.1014823,239
-80.6127134,28.0976726,604
-80.6126574,28.0922931,3
-80.6126438,28.0922972,678
-80.612637,28.0934962,560
-80.6122658,28.0961318,1533
-80.611333,28.0927538,612
-80.6076836,28.0866269,415
-80.6073392,28.0860616,322
-80.603264,28.167938,2
-80.5973269,28.2063289,40
-80.5925859,28.1382786,19
-80.541243,28.0330848,1255
-80.5036289,27.6382969,23
-80.4669163,27.808968,110
-80.4242513,27.5854783,33
-80.4048306,27.6445079,189
-80.3944286,27.6333353,51
-80.3903103,27.6272453,320
-80.3896243,27.6193136,253
-80.3895445,27.6375767,156
-80.3886233,27.6201518,1082
-80.3885481,27.6274699,43
-80.3828817,27.6103068,52
-80.3805631,27.4187849,8
-80.3781461,27.5844364,446
-80.3775027,27.5826925,11
-80.3769999,27.6018976,98
-80.3763391,27.5852693,1156
-80.3720592,27.5662578,8
-80.3491123,27.6169637,761
-80.3359687,27.4728183,18
-80.3356017,27.4716423,37
-80.3262067,27.4059381,141
-80.324603,27.4006269,117
-80.3241964,27.3988316,556
-76.1338083,40.210121,203
-76.1306459,40.1551933,143
-76.128927,40.091897,46
-76.125378,40.1552048,90
-76.1196457,40.0928703,273
-76.1184728,40.0920557,2
-76.1156424,40.0926661,245
-76.1145884,39.5375893,1
-76.1102593,40.0064813,439
-76.104762,40.336617,435
-76.1015945,40.0981885,844
-76.1005489,40.0983885,420
-76.0968943,40.3337941,304
-76.068934,40.1083939,48
-76.0548115,40.2422472,75
-76.0411293,40.327327,1026
-76.0391065,39.9180578,200
-76.0344895,40.3260834,108
-75.9995115,40.3261131,64
-75.9941758,40.3883339,561
-75.9899697,40.3020353,67
-75.9890575,39.76528,46
-75.9871915,40.3279451,159
-75.9837219,39.7741173,94
-75.976769,40.30158,47
-75.9759429,40.3036513,346
-75.9599126,40.4475075,522
-75.9532252,40.3529488,129
-75.9519115,40.3095769,2101
-75.9511094,40.3105942,145
-75.9494125,40.3225163,314
-75.9454459,40.3139232,912
-75.943761,40.3148505,636
-75.9433302,40.3150509,8
-75.9420924,40.3153659,1193
-75.9402673,40.3159955,611
-75.9372346,40.4095331,224
-75.9363427,40.3945907,451
-75.9357901,40.3927527,433
-75.9357547,40.393263,2
-75.9345745,40.3978079,693
-75.9331874,40.3771462,27
-75.9316804,39.9828862,394
-75.9282283,40.4014906,489
-75.9267989,40.3674418,48
-75.9254113,40.3418105,145
-75.9178872,40.3361819,24
-75.8932543,40.159189,17
-75.8746645,40.1554757,166
-75.8702349,40.3495738,19
-75.8449182,40.4840149,59
-75.8389769,40.0758978,388
-75.8040852,40.2645371,59
-75.7917354,39.6049781,2
-75.789235,40.1615536,273
-75.7872314,39.6080794,2
-75.7758437,40.2720167,107
-75.7751152,39.9916766,213
-75.7733976,39.991898,478
-75.7659908,39.9933903,1568
-75.7456842,39.6876717,899
-75.7434672,39.6871367,167
-75.7430074,39.6876962,390
-75.7417144,39.6880318,1597
-75.7400582,39.6872441,1052
-75.7370732,39.6869554,1481
-75.7343821,39.6859509,843
-75.7309526,39.9986051,598
-75.7266543,40.2584662,65
-75.7226313,39.9996979,221
-75.7223391,39.6859448,4739
-75.718669,39.6831946,329
-75.7036883,40.0076611,791
-75.695085,40.000817,599
-75.6925783,40.0915581,364
-75.6840191,40.0726145,3995
-75.6692621,40.021072,2795
-75.6691637,40.0210982,10
-75.6512662,39.7267447,56
-75.6506298,39.5542956,28
-75.6502394,39.7271584,318
-75.64972,40.0243872,45
-75.64895,39.7294831,528
-75.6481636,40.0245815,90
-75.6440223,39.7139366,189
-75.6433935,39.7320326,598
-75.6428177,39.6421283,31
-75.6392788,40.0265196,308
-75.6383994,40.3295767,151
-75.6306872,40.0275821,671
-75.6288504,39.6808633,137
-75.6284335,40.3512737,285
-75.6280918,40.3502159,529
-75.6276914,40.3537213,224
-75.6237537,40.3690044,241
-75.6211912,40.3275926,160
-75.6169806,39.6549173,4
-75.6150974,39.9588117,379
-75.6150703,39.65746,302
-75.6138677,39.6551976,184
-75.6113608,39.9587443,28
-75.6102456,39.6594301,153
-75.606237,40.3159928,54
-75.6062203,40.3154217,1
-75.6059932,39.6623023,659
-75.604525,39.66374,746
-75.6023039,39.6656647,57
-75.5957926,40.2382686,95
-75.5951119,39.6737408,1223
-75.5948838,39.7555543,555
-75.5942651,39.9639933,210
-75.5931875,39.6747776,1347
-75.5923913,39.9616394,106
-75.5911292,39.961542,92
-75.5908452,40.3028083,185
-75.5903223,39.9632446,40
-75.589536,39.948713,253
-75.5875148,39.9600614,254
-75.5871159,39.9618909,119
-75.586507,39.95582,619
-75.5861276,39.9544948,830
-75.5860778,40.0211956,2
-75.5850701,39.9569008,73
-75.5835176,40.4057287,68
-75.5833467,39.9570413,1531
-75.579931,39.947071,1
-75.579613,39.9464616,8
-75.5753826,40.0358007,1204
-75.5707777,39.9098169,608
-75.5706189,40.317013,501
-75.5703122,39.7036287,805
-75.569797,39.756483,1036
-75.5696359,39.9104655,533
-75.5692067,39.9069298,359
-75.5688802,39.757851,954
-75.5685209,39.9085785,777
-75.5683188,39.7059565,734
-75.5683093,40.0352548,65
-75.5669462,39.9037214,516
-75.56693,39.755087,368
-75.566829,39.7569712,406
-75.5663335,39.9704729,387
-75.5662036,39.9031805,480
-75.5660565,40.2439022,222
-75.5660048,39.9028887,84
-75.5654144,39.7079193,48
-75.564254,40.0369992,3
-75.5642268,39.7541086,663
-75.5641533,39.7110756,205
-75.5617487,39.8996639,363
-75.5595639,40.1750413,394
-75.5594245,40.176574,161
-75.5544081,40.2430162,43
-75.5517463,40.4512553,8
-75.5517311,39.8869997,149
-75.5513081,39.8854741,172
-75.5507138,39.8848205,351
-75.548337,40.217462,592
-75.547508,40.2181682,387
-75.5467468,40.218444,773
-75.5466618,40.2170949,411
-75.546274,40.2227446,682
-75.5446306,39.8780228,426
-75.5436137,39.8685648,916
-75.5429471,40.2194058,704
-75.5397098,39.8816723,1266
-75.5368643,39.8441836,199
-75.534415,40.2469427,283
-75.5319764,40.1303699,313
-75.5248737,39.9658436,220
-75.5227112,39.7602405,44
-75.5156434,39.6588369,27
-75.513847,40.044123,1
-75.5125149,39.966367,153
-75.5074245,40.2189258,425
-75.5049628,40.1197207,157
-75.4864684,40.0416685,576
-75.4833942,40.37767,29
-75.4696176,40.0417496,545
-75.4609154,39.7299916,247
-75.4491925,40.1841326,529
-75.4478552,39.9743431,238
-75.4476374,39.9754398,453
-75.4460215,39.9748355,1
-75.4454573,39.9116637,352
-75.4389027,39.9129005,350
-75.4351561,39.9761242,114
-75.4338059,40.0468998,236
-75.43299,40.0466742,368
-75.4299951,40.0454347,275
-75.4251536,40.0444773,366
-75.424784,40.0456335,154
-75.4242097,40.044852,578
-75.4190948,39.9154824,984
-75.418296,39.9852354,360
-75.4165078,39.9846055,133
-75.4163991,40.0478765,1132
-75.4160088,39.9848031,90
-75.409814,40.231498,57
-75.402983,39.839353,469
-75.3864637,40.1395023,133
-75.3848296,40.0816078,2660
-75.3835289,40.1376039,6
-75.3811301,40.1347474,147
-75.3796087,40.1344164,240
-75.37871,40.043859,222
-75.3783077,40.1326237,1726
-75.3749862,39.9842867,435
-75.3655187,40.4542868,737
-75.3642832,40.4558631,530
-75.3639443,40.1237834,635
-75.3601888,39.9820406,40
-75.3554538,40.3084197,1088
-75.3546541,39.8882337,404
-75.3539237,40.310584,740
-75.3538,39.802361,5
-75.3528981,40.4356495,769
-75.3526969,40.4333544,661
-75.3507511,40.4294719,688
-75.347119,40.4227275,310
-75.3457818,40.4228359,589
-75.3447706,40.0932563,198
-75.3411431,40.2450679,259
-75.3376341,40.4067542,56
-75.3365737,39.9168044,1005
-75.3351222,39.9168723,52
-75.3334163,39.9181342,1219
-75.3317506,39.9184906,373
-75.3293766,40.3180055,182
-75.3288003,40.0266529,44
-75.3232102,40.1088421,147
-75.3231933,40.3093298,15
-75.3223029,40.0671225,259
-75.3219482,40.1076486,319
-75.321586,39.955443,79
-75.3194293,39.9216058,373
-75.3191252,39.9217903,56
-75.3190884,39.9226177,14
-75.3186096,39.7378574,312
-75.317955,40.1076244,650
-75.3171903,40.1069063,295
-75.3162615,40.1070319,113
-75.3150252,40.3024258,3
-75.3141977,39.9246176,579
-75.3106621,39.9252276,77
-75.3105138,40.1026966,427
-75.310002,40.1035958,244
-75.3097174,40.017232,511
-75.3088517,40.1033547,294
-75.3088198,40.1027154,894
-75.3079297,40.1033149,2
-75.3072349,40.1029902,12
-75.3066775,40.1026433,3852
-75.3059064,40.1524033,192
-75.3056403,40.101883,6
-75.305066,40.316984,380
-75.3049764,40.0741428,20
-75.303018,40.343649,342
-75.302324,39.8861727,54
-75.2975761,40.2974743,154
-75.2962456,40.0105264,370
-75.2951868,39.9034078,44
-75.2949309,40.0964091,1878
-75.2946535,40.0097233,401
-75.294203,40.193136,45
-75.2936499,40.0872336,583
-75.2933752,40.0096583,179
-75.2905544,39.8986928,183
-75.2894011,39.9068894,332
-75.2887486,40.3025003,3517
-75.2886677,40.1691003,3
-75.2880645,39.9087121,2
-75.2874696,40.3014727,1188
-75.2864595,40.0060651,896
-75.2857225,40.2507362,150
-75.2843788,40.0047691,1053
-75.2803392,40.0031871,333
-75.2790994,40.0028929,325
-75.2787212,40.2392139,638
-75.2771746,39.9063419,27
-75.2743608,40.2515545,40
-75.2729791,40.2517746,680
-75.2697591,40.25548,1
-75.2697391,39.9389823,55
-75.260861,40.276379,1416
-75.2607253,39.9533109,146
-75.2559739,40.2711318,1335
-75.2519652,39.9269611,119
-75.2463418,40.2531859,846
-75.2457546,40.2490798,927
-75.2390288,40.0052403,166
-75.2383227,39.6207026,366
-75.2325396,40.2253209,451
-75.232064,40.0062255,891
-75.2314935,40.2238707,250
-75.2253196,39.9038423,652
-75.224968,39.9047581,509
-75.2248695,39.9062523,1793
-75.224432,40.1760191,924
-75.2237452,39.9104635,385
-75.2234691,39.9122813,656
-75.2227559,39.9135269,1089
-75.2185079,39.9572308,850
-75.2151291,40.3787968,564
